"Date(dd-mm-yyyy)";"Time(hh:mm:ss)";"Julian_Day";"AOT_1640";"AOT_1020";"AOT_870";"AOT_675";"AOT_667";"AOT_555";"AOT_551";"AOT_532";"AOT_531";"AOT_500";"AOT_490";"AOT_443";"AOT_440";"AOT_412";"AOT_380";"AOT_340";"Water(cm)";"AOTExt442-T";"AOTExt668-T";"AOTExt871-T";"AOTExt1018-T";"AOTExt442-F";"AOTExt668-F";"AOTExt871-F";"AOTExt1018-F";"AOTExt442-C";"AOTExt668-C";"AOTExt871-C";"AOTExt1018-C";"870-440AngstromParam.[AOTExt]-Total";"SSA442-T";"SSA668-T";"SSA871-T";"SSA1018-T";"AOTAbsp442-T";"AOTAbsp668-T";"AOTAbsp871-T";"AOTAbsp1018-T";"870-440AngstromParam.[AOTAbsp]";"REFR(442)";"REFR(668)";"REFR(871)";"REFR(1018)";"REFI(442)";"REFI(668)";"REFI(871)";"REFI(1018)";"ASYM442-T";"ASYM668-T";"ASYM871-T";"ASYM1018-T";"ASYM442-F";"ASYM668-F";"ASYM871-F";"ASYM1018-F";"ASYM442-C";"ASYM668-C";"ASYM871-C";"ASYM1018-C";"0.050000";"0.065604";"0.086077";"0.112939";"0.148184";"0.194429";"0.255105";"0.334716";"0.439173";"0.576227";"0.756052";"0.991996";"1.301571";"1.707757";"2.240702";"2.939966";"3.857452";"5.061260";"6.640745";"8.713145";"11.432287";"15.000000";"Inflection_Point[um]";"VolCon-T";"EffRad-T";"VolMedianRad-T";"StdDev-T";"VolCon-F";"EffRad-F";"VolMedianRad-F";"StdDev-F";"VolCon-C";"EffRad-C";"VolMedianRad-C";"StdDev-C";"Altitude(BOA)(km)";"Altitude(TOA)(km)";"DownwardFlux(BOA)";"DownwardFlux(TOA)";"UpwardFlux(BOA)";"UpwardFlux(TOA)";"RadiativeForcing(BOA)";"RadiativeForcing(TOA)";"ForcingEfficiency(BOA)";"ForcingEfficiency(TOA)";"DownwardFlux442-T";"DownwardFlux668-T";"DownwardFlux871-T";"DownwardFlux1018-T";"UpwardFlux442-T";"UpwardFlux668-T";"UpwardFlux871-T";"UpwardFlux1018-T";"DiffuseFlux442-T";"DiffuseFlux668-T";"DiffuseFlux871-T";"DiffuseFlux1018-T";"last_processing_date(mm/dd/yyyy)";"alm_type";"solar_zenith_angle_for_1020nm_scan";"sky_error";"sun_error";"alpha440-870";"tau440(measured)";"%sphericity";"if_level2_AOD";"scat_angle_440(>=3.2to6)";"scat_angle_440(>=6to30)";"scat_angle_440(>=30to80)";"scat_angle_440(>=80)";"scat_angle_675(>=3.2to6)";"scat_angle_675(>=6to30)";"scat_angle_675(>=30to80)";"scat_angle_675(>=80)";"scat_angle_870(>=3.2to6)";"scat_angle_870(>=6to30)";"scat_angle_870(>=30to80)";"scat_angle_870(>=80)";"scat_angle_1020(>=3.2to6)";"scat_angle_1020(>=6to30)";"scat_angle_1020(>=30to80)";"scat_angle_1020(>=80)";"albedo_440";"albedo_675";"albedo_870";"albedo-1020";"average_solar_zenith_angle_for_flux_calculation";"DATA_TYPE"
"04:11:2009";"21:03:59";"308.877766";"N/A";"0.062318";"0.063196";"N/A";"0.059275";"0.070429";"N/A";"N/A";"N/A";"N/A";"0.072996";"0.076925";"N/A";"0.076457";"N/A";"N/A";"2.644825";"0.078100";"0.065400";"0.061500";"0.060000";"0.031500";"0.014900";"0.008500";"0.006000";"0.046500";"0.050500";"0.053000";"0.054000";"0.358962";"0.970800";"0.973300";"0.976900";"0.978800";"0.002277";"0.001748";"0.001422";"0.001272";"0.689151";"1.489900";"1.487300";"1.490300";"1.493200";"0.000905";"0.001012";"0.001037";"0.001065";"0.739525";"0.726422";"0.725619";"0.727043";"0.665273";"0.597161";"0.543690";"0.507719";"0.787334";"0.763591";"0.754390";"0.751324";"0.000178";"0.000764";"0.001958";"0.003049";"0.003061";"0.002304";"0.001689";"0.001580";"0.002126";"0.003770";"0.007094";"0.011650";"0.015428";"0.017095";"0.018304";"0.022134";"0.029625";"0.035184";"0.027724";"0.011671";"0.002349";"0.000218";"0.439000";"0.059000";"1.099000";"2.485000";"1.041000";"0.004000";"0.141000";"0.161000";"0.530000";"0.055000";"2.310000";"3.068000";"0.724000";"0.008000";"120.000000";"323.234520";"487.025550";"36.850200";"83.732090";"-11.769620";"-7.914370";"-167.560290";"-112.674290";"619.444668";"507.984739";"322.632965";"238.262866";"81.362591";"66.722593";"42.377077";"31.295264";"0.554119";"0.248728";"0.154104";"0.146105";"22/11/2010";"0";"69.797546";"4.914219";"0.003221";"0.334702";"0.076925";"6.626665";"1";"4";"9";"6";"4";"1";"10";"3";"2";"2";"6";"3";"2";"2";"8";"2";"2";"0.101510";"0.107540";"0.130100";"0.131010";"69.394000";"Level_1.5"
"04:11:2009";"21:48:13";"308.908484";"N/A";"0.055634";"0.056928";"N/A";"0.050819";"0.064641";"N/A";"N/A";"N/A";"N/A";"0.067525";"0.072707";"N/A";"0.073960";"N/A";"N/A";"2.717322";"0.073400";"0.058500";"0.055100";"0.054100";"0.032300";"0.013700";"0.007400";"0.005100";"0.041000";"0.044800";"0.047700";"0.049000";"0.433776";"0.984800";"0.986900";"0.989000";"0.990300";"0.001114";"0.000769";"0.000607";"0.000527";"0.894762";"1.476000";"1.467700";"1.468000";"1.469400";"0.000500";"0.000500";"0.000500";"0.000500";"0.716200";"0.705271";"0.710926";"0.716556";"0.641235";"0.564448";"0.509094";"0.473457";"0.772967";"0.747614";"0.741956";"0.741601";"0.000187";"0.000992";"0.002752";"0.004113";"0.003601";"0.002247";"0.001385";"0.001203";"0.001779";"0.003923";"0.008254";"0.011617";"0.012985";"0.016533";"0.022931";"0.028179";"0.026250";"0.017546";"0.008431";"0.002943";"0.000751";"0.000141";"0.439000";"0.049000";"0.823000";"1.859000";"1.056000";"0.005000";"0.129000";"0.146000";"0.504000";"0.044000";"1.947000";"2.445000";"0.660000";"0.008000";"120.000000";"509.659130";"711.827630";"32.751660";"83.504170";"-9.834770";"-7.508720";"-154.257040";"-117.773190";"927.369390";"760.502950";"483.013176";"356.702866";"75.349508";"61.791475";"39.245208";"28.982394";"0.425647";"0.172042";"0.101269";"0.095050";"22/11/2010";"0";"59.454954";"2.453853";"0.003907";"0.424721";"0.072707";"59.354486";"1";"3";"11";"7";"4";"3";"11";"7";"4";"3";"11";"7";"2";"3";"10";"8";"0";"0.053670";"0.058460";"0.078870";"0.078820";"59.048000";"Level_1.5"
"04:11:2009";"22:13:49";"308.926262";"N/A";"0.053866";"0.055908";"N/A";"0.049470";"0.064866";"N/A";"N/A";"N/A";"N/A";"0.068499";"0.073834";"N/A";"0.075477";"N/A";"N/A";"2.690287";"0.074500";"0.056300";"0.051700";"0.050200";"0.037100";"0.015300";"0.008200";"0.005600";"0.037400";"0.041000";"0.043500";"0.044600";"0.550701";"0.977900";"0.979500";"0.981400";"0.983300";"0.001650";"0.001153";"0.000962";"0.000838";"0.800985";"1.471500";"1.463000";"1.464900";"1.466500";"0.000819";"0.000830";"0.000889";"0.000891";"0.709805";"0.699565";"0.706562";"0.712924";"0.639222";"0.555211";"0.496647";"0.460336";"0.777790";"0.752900";"0.745981";"0.744541";"0.000177";"0.001065";"0.003238";"0.005072";"0.004388";"0.002566";"0.001490";"0.001273";"0.001860";"0.003830";"0.007301";"0.009921";"0.011741";"0.016013";"0.022030";"0.025375";"0.022783";"0.015721";"0.008146";"0.003076";"0.000830";"0.000159";"0.439000";"0.046000";"0.722000";"1.743000";"1.126000";"0.005000";"0.129000";"0.144000";"0.487000";"0.040000";"1.947000";"2.452000";"0.664000";"0.008000";"120.000000";"611.580600";"832.415760";"30.030110";"82.055880";"-9.601640";"-6.946370";"-152.715950";"-110.483340";"1091.649498";"895.223275";"568.577199";"419.891479";"70.936555";"58.172568";"36.946756";"27.284999";"0.380816";"0.147812";"0.083432";"0.076572";"22/11/2010";"1";"53.433996";"2.363193";"0.004344";"0.486267";"0.073834";"63.036073";"1";"3";"10";"8";"4";"3";"10";"8";"4";"4";"10";"8";"4";"4";"10";"7";"4";"0.039210";"0.043560";"0.063050";"0.062680";"53.023500";"Level_1.5"
"04:11:2009";"23:00:02";"308.958356";"N/A";"0.058292";"0.060623";"N/A";"0.052123";"0.071182";"N/A";"N/A";"N/A";"N/A";"0.073804";"0.079894";"N/A";"0.082488";"N/A";"N/A";"2.703254";"0.082300";"0.062100";"0.056100";"0.054000";"0.042500";"0.018600";"0.010200";"0.007000";"0.039800";"0.043500";"0.046000";"0.047000";"0.575065";"0.987100";"0.988300";"0.989800";"0.990800";"0.001064";"0.000729";"0.000574";"0.000498";"0.908714";"1.490800";"1.485800";"1.487500";"1.489000";"0.000500";"0.000500";"0.000500";"0.000500";"0.707149";"0.692776";"0.696849";"0.702061";"0.648121";"0.568788";"0.511071";"0.474127";"0.767735";"0.744784";"0.737551";"0.735915";"0.000180";"0.000989";"0.002956";"0.004861";"0.004634";"0.003036";"0.001901";"0.001611";"0.002147";"0.003940";"0.007203";"0.010512";"0.013217";"0.017064";"0.021927";"0.024373";"0.021601";"0.014693";"0.007470";"0.002798";"0.000770";"0.000156";"0.439000";"0.046000";"0.714000";"1.676000";"1.120000";"0.006000";"0.135000";"0.151000";"0.495000";"0.040000";"1.890000";"2.374000";"0.664000";"0.008000";"120.000000";"778.273720";"1026.817950";"27.833500";"82.265940";"-9.266470";"-7.172550";"-132.887750";"-102.859340";"1355.781044";"1111.828246";"706.148073";"521.486895";"68.170900";"55.904553";"35.506286";"26.221219";"0.331671";"0.130170";"0.074774";"0.067679";"22/11/2010";"0";"42.520152";"2.004842";"0.005844";"0.495820";"0.079894";"36.028305";"1";"4";"11";"8";"2";"4";"11";"8";"2";"4";"11";"8";"2";"4";"10";"9";"2";"0.026650";"0.030510";"0.048920";"0.048260";"42.100000";"Level_1.5"
"05:11:2009";"05:00:04";"309.208380";"N/A";"0.059999";"0.062670";"N/A";"0.055754";"0.076173";"N/A";"N/A";"N/A";"N/A";"0.080821";"0.089600";"N/A";"0.095833";"N/A";"N/A";"2.850129";"0.088200";"0.064400";"0.059100";"0.057400";"0.045700";"0.016900";"0.009000";"0.006300";"0.042600";"0.047400";"0.050100";"0.051100";"0.605121";"0.886000";"0.901800";"0.914900";"0.922500";"0.010062";"0.006318";"0.005035";"0.004450";"1.029591";"1.426600";"1.411400";"1.417700";"1.425300";"0.005762";"0.004875";"0.004756";"0.004757";"0.708946";"0.717425";"0.730122";"0.734773";"0.614383";"0.521142";"0.465232";"0.433104";"0.821297";"0.790683";"0.778255";"0.771256";"0.000409";"0.002806";"0.007645";"0.008974";"0.005659";"0.002737";"0.001548";"0.001422";"0.002274";"0.004884";"0.008758";"0.011421";"0.014487";"0.020698";"0.027426";"0.029019";"0.024523";"0.016097";"0.008073";"0.003059";"0.000870";"0.000185";"0.439000";"0.055000";"0.541000";"1.474000";"1.244000";"0.009000";"0.114000";"0.126000";"0.476000";"0.046000";"1.881000";"2.351000";"0.657000";"0.008000";"120.000000";"745.089050";"998.381010";"28.013570";"80.870240";"-14.957260";"-5.734180";"-206.287030";"-79.084450";"1329.326385";"1090.133713";"692.369368";"511.311389";"67.938534";"55.713997";"35.385260";"26.131841";"0.363760";"0.149019";"0.084769";"0.068984";"22/11/2010";"0";"43.453885";"2.770790";"0.004831";"0.603609";"0.089600";"98.996776";"1";"2";"10";"8";"3";"4";"10";"8";"3";"4";"10";"8";"3";"4";"10";"8";"2";"0.028950";"0.032420";"0.050440";"0.049330";"43.858000";"Level_1.5"
"05:11:2009";"05:46:17";"309.240475";"N/A";"0.060687";"0.063324";"N/A";"0.058569";"0.077251";"N/A";"N/A";"N/A";"N/A";"0.082251";"0.092173";"N/A";"0.098615";"N/A";"N/A";"2.837611";"0.091300";"0.065900";"0.060100";"0.057700";"0.049500";"0.019100";"0.010700";"0.007500";"0.041800";"0.046800";"0.049400";"0.050300";"0.631450";"0.864200";"0.878400";"0.868800";"0.867000";"0.012399";"0.008015";"0.007887";"0.007681";"0.701033";"1.441300";"1.422400";"1.427200";"1.428000";"0.008124";"0.006720";"0.008488";"0.009353";"0.698749";"0.715259";"0.734018";"0.744514";"0.605343";"0.537046";"0.493053";"0.464903";"0.825578";"0.792311";"0.786734";"0.784875";"0.000767";"0.004162";"0.008800";"0.008292";"0.004833";"0.002610";"0.001802";"0.001858";"0.002850";"0.005464";"0.008925";"0.011050";"0.013492";"0.019116";"0.026188";"0.028468";"0.023236";"0.014347";"0.006929";"0.002643";"0.000796";"0.000189";"0.439000";"0.053000";"0.486000";"1.372000";"1.285000";"0.009000";"0.109000";"0.123000";"0.519000";"0.044000";"1.826000";"2.295000";"0.663000";"0.008000";"120.000000";"573.065870";"798.715730";"30.406180";"81.232690";"-18.327920";"-5.838130";"-245.296040";"-78.136000";"1055.607651";"865.666627";"549.805082";"406.028362";"70.373521";"57.710844";"36.653504";"27.068433";"0.434147";"0.181970";"0.101656";"0.080112";"22/11/2010";"1";"54.357912";"2.532075";"0.004266";"0.608952";"0.092173";"98.995762";"1";"4";"10";"8";"3";"4";"10";"8";"4";"4";"10";"8";"3";"4";"10";"7";"4";"0.044360";"0.047670";"0.066200";"0.064690";"54.768500";"Level_1.5"
"05:11:2009";"06:11:54";"309.258264";"N/A";"0.056013";"0.058880";"N/A";"0.055838";"0.074020";"N/A";"N/A";"N/A";"N/A";"0.079040";"0.088973";"N/A";"0.095572";"N/A";"N/A";"2.785583";"0.088000";"0.061300";"0.056100";"0.054300";"0.048500";"0.017500";"0.009500";"0.006400";"0.039500";"0.043800";"0.046700";"0.047900";"0.682121";"0.889700";"0.917300";"0.923400";"0.928500";"0.009703";"0.005076";"0.004303";"0.003888";"1.231005";"1.440400";"1.418100";"1.426100";"1.426600";"0.005876";"0.004022";"0.004288";"0.004449";"0.688020";"0.703583";"0.719497";"0.731631";"0.593438";"0.520130";"0.473825";"0.445097";"0.816804";"0.779395";"0.769678";"0.769322";"0.000949";"0.004910";"0.009617";"0.008378";"0.004709";"0.002538";"0.001714";"0.001640";"0.002292";"0.004389";"0.008728";"0.012185";"0.013266";"0.017404";"0.024111";"0.026134";"0.021634";"0.013924";"0.006999";"0.002721";"0.000811";"0.000185";"0.439000";"0.051000";"0.448000";"1.314000";"1.327000";"0.010000";"0.105000";"0.117000";"0.503000";"0.042000";"1.831000";"2.300000";"0.667000";"0.008000";"120.000000";"473.206480";"675.855590";"32.641050";"82.467970";"-15.119910";"-6.844150";"-214.709290";"-97.189860";"896.232653";"734.968809";"466.795847";"344.726448";"73.882352";"60.588312";"38.481051";"28.418068";"0.490807";"0.209673";"0.117786";"0.093157";"22/11/2010";"1";"60.375544";"1.955003";"0.003178";"0.661325";"0.088973";"99.000000";"1";"3";"10";"8";"5";"3";"10";"8";"5";"3";"10";"8";"5";"3";"10";"6";"4";"0.060300";"0.063470";"0.082350";"0.080480";"60.782000";"Level_1.5"
"05:11:2009";"06:56:53";"309.289502";"N/A";"0.058567";"0.061351";"N/A";"0.062705";"0.080608";"N/A";"N/A";"N/A";"N/A";"0.087393";"0.099833";"N/A";"0.108426";"N/A";"N/A";"2.836392";"0.099500";"0.065300";"0.059900";"0.057800";"0.057800";"0.018800";"0.010800";"0.007500";"0.041700";"0.046600";"0.049100";"0.050200";"0.771819";"0.875500";"0.877600";"0.872700";"0.870100";"0.012394";"0.007994";"0.007618";"0.007503";"0.747698";"1.435600";"1.402700";"1.423900";"1.427300";"0.007159";"0.006046";"0.007530";"0.008540";"0.653485";"0.701769";"0.721872";"0.737071";"0.542974";"0.471340";"0.433659";"0.412950";"0.825371";"0.797292";"0.783320";"0.781739";"0.002669";"0.011041";"0.016133";"0.010450";"0.004726";"0.002266";"0.001503";"0.001534";"0.002357";"0.004721";"0.008976";"0.012230";"0.014579";"0.018986";"0.024944";"0.027530";"0.023664";"0.015695";"0.008073";"0.003185";"0.000950";"0.000213";"0.439000";"0.059000";"0.334000";"1.108000";"1.477000";"0.014000";"0.092000";"0.101000";"0.475000";"0.045000";"1.857000";"2.338000";"0.670000";"0.008000";"120.000000";"280.335170";"444.261440";"33.024160";"78.495280";"-18.499430";"-6.606330";"-241.816190";"-86.354990";"576.483828";"472.754068";"300.257144";"221.738431";"74.101988";"60.768428";"38.595447";"28.502549";"0.653950";"0.301318";"0.170964";"0.132860";"22/11/2010";"1";"70.875865";"2.646124";"0.001575";"0.746616";"0.099833";"99.000000";"1";"4";"10";"7";"6";"4";"10";"7";"5";"4";"10";"7";"6";"4";"10";"6";"5";"0.109300";"0.111910";"0.131520";"0.128710";"71.282250";"Level_1.5"
"05:11:2009";"07:18:43";"309.304664";"N/A";"0.059271";"0.062097";"N/A";"0.065420";"0.083769";"N/A";"N/A";"N/A";"N/A";"0.091454";"0.105182";"N/A";"0.114959";"N/A";"N/A";"2.841934";"0.105200";"0.067200";"0.061000";"0.058500";"0.064300";"0.021500";"0.012700";"0.009000";"0.040800";"0.045700";"0.048300";"0.049500";"0.827987";"0.882600";"0.872400";"0.859100";"0.859400";"0.012347";"0.008580";"0.008587";"0.008234";"0.565764";"1.430900";"1.413200";"1.439600";"1.445700";"0.006607";"0.006450";"0.008438";"0.009208";"0.609452";"0.676279";"0.704881";"0.722424";"0.489207";"0.435759";"0.417101";"0.407930";"0.816897";"0.790114";"0.775511";"0.772395";"0.007932";"0.022012";"0.021845";"0.010282";"0.003840";"0.001799";"0.001350";"0.001632";"0.002735";"0.005258";"0.009408";"0.012944";"0.014572";"0.017122";"0.020810";"0.022677";"0.020653";"0.015458";"0.009132";"0.003983";"0.001220";"0.000257";"0.439000";"0.062000";"0.233000";"0.821000";"1.650000";"0.020000";"0.081000";"0.088000";"0.460000";"0.042000";"1.794000";"2.315000";"0.713000";"0.008000";"120.000000";"187.803700";"326.573990";"29.332230";"71.611970";"-18.443890";"-6.557430";"-231.926230";"-82.457710";"414.764000";"340.133337";"216.026622";"159.534603";"67.201123";"55.109272";"35.001185";"25.848204";"0.772931";"0.386350";"0.220794";"0.168463";"22/11/2010";"1";"75.930067";"3.484379";"0.001129";"0.798695";"0.105182";"99.000000";"1";"4";"10";"6";"5";"4";"10";"6";"5";"4";"10";"6";"5";"4";"10";"5";"4";"0.148200";"0.149770";"0.169790";"0.166370";"76.357500";"Level_1.5"
"19:11:2009";"05:01:49";"323.209595";"N/A";"0.043616";"0.050370";"N/A";"0.053723";"0.084672";"N/A";"N/A";"N/A";"N/A";"0.095511";"0.110335";"N/A";"0.121237";"N/A";"N/A";"2.373796";"0.108500";"0.060500";"0.046900";"0.041200";"0.087600";"0.036900";"0.022000";"0.015800";"0.021000";"0.023600";"0.024900";"0.025300";"1.251666";"0.863100";"0.839300";"0.826100";"0.825800";"0.014854";"0.009727";"0.008153";"0.007174";"0.896425";"1.499100";"1.466400";"1.483800";"1.492100";"0.018841";"0.017295";"0.018535";"0.018661";"0.692401";"0.662264";"0.650593";"0.652724";"0.663800";"0.582089";"0.507809";"0.459778";"0.841400";"0.803127";"0.783730";"0.774022";"0.000299";"0.001528";"0.004507";"0.007898";"0.008840";"0.007015";"0.004571";"0.003036";"0.002636";"0.003318";"0.004872";"0.006429";"0.007605";"0.008711";"0.008967";"0.008017";"0.006094";"0.003954";"0.002236";"0.001127";"0.000513";"0.000212";"0.439000";"0.028000";"0.320000";"0.739000";"1.374000";"0.011000";"0.141000";"0.157000";"0.470000";"0.017000";"1.500000";"1.920000";"0.720000";"0.008000";"120.000000";"760.906900";"1014.263920";"28.210530";"81.300350";"-20.189680";"-5.299750";"-252.815280";"-66.363500";"1337.915841";"1097.177623";"696.843120";"514.615233";"67.441170";"55.306126";"35.126212";"25.940535";"0.376700";"0.140535";"0.065760";"0.044743";"22/11/2010";"0";"42.889057";"2.828229";"0.004074";"1.249582";"0.110335";"71.899124";"1";"4";"10";"8";"3";"4";"10";"8";"2";"4";"10";"8";"3";"4";"10";"9";"2";"0.027930";"0.032410";"0.049960";"0.048810";"43.292500";"Level_1.5"
"19:11:2009";"05:51:03";"323.243785";"N/A";"0.043410";"0.050945";"N/A";"0.057741";"0.088166";"N/A";"N/A";"N/A";"N/A";"0.100203";"0.116899";"N/A";"0.128561";"N/A";"N/A";"2.399592";"0.115200";"0.062000";"0.049000";"0.042600";"0.093400";"0.037500";"0.023300";"0.016600";"0.021700";"0.024600";"0.025700";"0.026100";"1.280895";"0.837300";"0.823700";"0.808600";"0.807400";"0.018734";"0.010938";"0.009381";"0.008210";"1.044257";"1.502800";"1.449700";"1.474300";"1.476200";"0.023831";"0.019415";"0.021158";"0.021208";"0.687735";"0.673433";"0.661174";"0.666802";"0.656995";"0.588291";"0.517874";"0.471935";"0.854437";"0.816736";"0.795615";"0.788153";"0.000627";"0.002717";"0.006258";"0.008397";"0.008109";"0.006823";"0.005188";"0.003607";"0.002929";"0.003481";"0.005027";"0.006489";"0.007565";"0.008779";"0.009374";"0.008375";"0.006068";"0.003683";"0.001980";"0.000988";"0.000470";"0.000215";"0.439000";"0.029000";"0.291000";"0.680000";"1.395000";"0.012000";"0.133000";"0.150000";"0.508000";"0.017000";"1.476000";"1.883000";"0.713000";"0.008000";"120.000000";"578.003260";"803.678990";"30.893220";"82.046850";"-22.453180";"-5.626460";"-269.185950";"-67.454330";"1055.123503";"865.269594";"549.552917";"405.842139";"70.559381";"57.863262";"36.750308";"27.139923";"0.457088";"0.176206";"0.084348";"0.055754";"22/11/2010";"1";"54.370663";"2.435524";"0.002484";"1.296763";"0.116899";"65.498040";"1";"4";"10";"8";"4";"4";"10";"8";"4";"4";"10";"8";"3";"4";"10";"7";"4";"0.044230";"0.048600";"0.066650";"0.065030";"54.780250";"Level_1.5"
"19:11:2009";"06:17:00";"323.261806";"N/A";"0.045175";"0.052378";"N/A";"0.061493";"0.091097";"N/A";"N/A";"N/A";"N/A";"0.103894";"0.121528";"N/A";"0.133789";"N/A";"N/A";"2.518215";"0.119600";"0.065100";"0.051000";"0.044500";"0.095600";"0.037800";"0.022600";"0.015900";"0.024000";"0.027400";"0.028400";"0.028600";"1.275088";"0.831200";"0.798600";"0.784700";"0.781800";"0.020196";"0.013117";"0.010969";"0.009701";"0.912320";"1.459100";"1.411000";"1.423200";"1.421300";"0.022497";"0.020926";"0.022059";"0.022402";"0.693621";"0.684354";"0.681117";"0.691245";"0.662585";"0.590595";"0.520559";"0.473420";"0.850496";"0.826026";"0.808926";"0.804360";"0.000643";"0.003261";"0.007958";"0.010333";"0.009158";"0.007244";"0.005619";"0.004195";"0.003484";"0.003938";"0.005470";"0.007434";"0.009219";"0.010437";"0.010543";"0.009196";"0.006863";"0.004414";"0.002487";"0.001248";"0.000564";"0.000231";"0.439000";"0.034000";"0.286000";"0.674000";"1.406000";"0.014000";"0.131000";"0.148000";"0.510000";"0.020000";"1.482000";"1.893000";"0.716000";"0.008000";"120.000000";"470.810890";"680.223510";"33.329320";"82.453470";"-24.199310";"-5.283600";"-279.261610";"-60.973110";"887.455353";"727.770855";"462.224258";"341.350352";"74.449870";"61.053714";"38.776639";"28.636358";"0.518463";"0.207553";"0.099592";"0.066013";"22/11/2010";"1";"60.385725";"3.263990";"0.002077";"1.298086";"0.121528";"95.827980";"1";"3";"10";"8";"5";"3";"10";"8";"5";"3";"10";"8";"5";"3";"10";"7";"3";"0.061630";"0.065800";"0.084130";"0.082170";"60.781750";"Level_1.5"
"19:11:2009";"07:05:40";"323.295602";"N/A";"0.045828";"0.052785";"N/A";"0.064809";"0.092831";"N/A";"N/A";"N/A";"N/A";"0.106433";"0.125456";"N/A";"0.138618";"N/A";"N/A";"2.604700";"0.124700";"0.065500";"0.052400";"0.045700";"0.104800";"0.043200";"0.028700";"0.021300";"0.020000";"0.022200";"0.023700";"0.024400";"1.302426";"0.855000";"0.825100";"0.796000";"0.795600";"0.018078";"0.011450";"0.010684";"0.009343";"0.804229";"1.408400";"1.384500";"1.409700";"1.413700";"0.011262";"0.010731";"0.013376";"0.013614";"0.617731";"0.667487";"0.675335";"0.686028";"0.577697";"0.588300";"0.557509";"0.532276";"0.853179";"0.820836";"0.806852";"0.802178";"0.055629";"0.026451";"0.012780";"0.007430";"0.006120";"0.006547";"0.006557";"0.004889";"0.003381";"0.003305";"0.004762";"0.007300";"0.009631";"0.010897";"0.010616";"0.008886";"0.006551";"0.004281";"0.002480";"0.001277";"0.000586";"0.000240";"0.576000";"0.054000";"0.106000";"0.251000";"1.657000";"0.036000";"0.071000";"0.083000";"0.656000";"0.019000";"1.679000";"2.047000";"0.656000";"0.008000";"120.000000";"267.086910";"431.090180";"35.163050";"80.079120";"-22.594170";"-5.771320";"-258.501720";"-66.030110";"554.317696";"454.576404";"288.712085";"213.212462";"78.363921";"64.263490";"40.815242";"30.141857";"0.694419";"0.309630";"0.155275";"0.102312";"22/11/2010";"1";"71.570563";"1.874190";"0.000415";"1.314119";"0.125456";"74.979917";"1";"4";"10";"7";"5";"4";"10";"7";"5";"4";"10";"7";"5";"4";"10";"6";"5";"0.122850";"0.126320";"0.145230";"0.142040";"71.979500";"Level_1.5"
"19:11:2009";"07:24:28";"323.308657";"N/A";"0.047339";"0.054185";"N/A";"0.067304";"0.095299";"N/A";"N/A";"N/A";"N/A";"0.109505";"0.129444";"N/A";"0.143474";"N/A";"N/A";"2.643662";"0.128700";"0.067600";"0.053900";"0.047300";"0.107100";"0.043300";"0.028100";"0.020700";"0.021700";"0.024300";"0.025800";"0.026600";"1.306929";"0.850700";"0.811700";"0.779300";"0.774400";"0.019217";"0.012730";"0.011901";"0.010667";"0.731795";"1.389900";"1.365300";"1.387300";"1.389200";"0.013810";"0.013705";"0.016593";"0.017509";"0.643280";"0.662533";"0.676709";"0.695081";"0.606348";"0.572540";"0.541519";"0.520782";"0.861267";"0.830749";"0.817611";"0.815447";"0.002654";"0.017951";"0.028742";"0.016721";"0.008267";"0.005983";"0.005732";"0.004937";"0.003777";"0.003734";"0.005296";"0.008005";"0.010696";"0.012562";"0.012214";"0.010098";"0.007401";"0.004820";"0.002756";"0.001381";"0.000607";"0.000235";"0.576000";"0.047000";"0.176000";"0.421000";"1.547000";"0.026000";"0.102000";"0.118000";"0.584000";"0.021000";"1.684000";"2.047000";"0.649000";"0.008000";"120.000000";"188.620600";"330.516030";"31.949840";"73.303350";"-21.785610";"-4.840430";"-241.496880";"-53.656940";"417.420017";"342.311443";"217.409988";"160.556212";"73.060292";"59.914170";"38.052888";"28.101872";"0.792929";"0.386198";"0.197459";"0.128675";"22/11/2010";"1";"75.846627";"2.347704";"0.000228";"1.315347";"0.129444";"98.949560";"1";"4";"10";"6";"5";"4";"10";"6";"5";"4";"10";"6";"5";"4";"10";"6";"5";"0.160960";"0.163760";"0.182910";"0.179080";"76.278750";"Level_1.5"
